HATCHERY Fall Chinook,HATCHERY Winter Steelhead,HATCHERY Type S Coho,HATCHERY Type N Coho,WILD  Chum
,365,309,,338
,365,309,,338
,365,309,,338
,365,309,,345
,365,309,,345
,365,309,,345
,365,309,,345
,365,309,,345
,365,309,,345
,365,309,,345
,365,309,,345
,365,309,,345
,365,309,,345
,365,309,,
,365,309,,
,365,309,,
,365,309,,
,365,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,309,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,310,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,313,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,314,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,325,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
,,329,,
